transcript_id_clean,symbol,feature,value,status
ENST00000000233,ARF5,g4mer_max_resid_utr3,0.43631177623895706,traced
ENST00000000233,ARF5,g4mer_mean_utr5,0.042214,traced
ENST00000000233,ARF5,g4mer_mean_cds,0.022647,traced
ENST00000000233,ARF5,g4mer_mean_utr3,0.237068,traced
ENST00000000233,ARF5,g4mer_frac_above_utr5,0,traced
ENST00000000233,ARF5,g4mer_frac_above_cds,0,traced
ENST00000000233,ARF5,g4mer_frac_above_utr3,0.222222,traced
ENST00000000233,ARF5,hia2026_dhx29_occupancy_tx,0.9516067808333335,traced
ENST00000000233,ARF5,term_stop_TAA,1,recomputed
ENST00000000233,ARF5,term_stop_TAG,0,recomputed
ENST00000000233,ARF5,term_stop_TGA,0,recomputed
ENST00000000233,ARF5,term_plus4_A,0,recomputed
ENST00000000233,ARF5,term_plus4_C,1,recomputed
ENST00000000233,ARF5,term_plus4_G,0,recomputed
ENST00000000233,ARF5,term_plus4_T,0,recomputed
ENST00000000233,ARF5,term_window_gc,55.55555555555556,recomputed
ENST00000000233,ARF5,term_interval_codons,104,recomputed
ENST00000000233,ARF5,term_readthrough_cridge,0.04205610998193855,recomputed
ENST00000000233,ARF5,term_log1p_readthrough,0.041195790232593385,unverified
ENST00000000233,ARF5,clip_cap_binding_count_v2,0,unverified
ENST00000000233,ARF5,tco_struct_accessibility_cap_proximal,0.4744075669,unverified
ENST00000000233,ARF5,tco_struct_accessibility_aug_context,0.46797273489999996,unverified
ENST00000000233,ARF5,tco_struct_accessibility_utr5_mean,0.4837033499318182,unverified
ENST00000000233,ARF5,tco_struct_accessibility_utr5_min,0.002474071,unverified
ENST00000000233,ARF5,tco_struct_accessibility_utr5_sd,0.35383486920159757,unverified
ENST00000000233,ARF5,tco_struct_accessibility_start_proximal_cds,0.2880341468,unverified
ENST00000000233,ARF5,tco_struct_accessibility_stop_proximal_cds,0.6412213066666667,unverified
ENST00000000233,ARF5,tco_struct_accessibility_cds_mean,0.4121232478583794,unverified
ENST00000000233,ARF5,tco_struct_accessibility_cds_min,3.090953e-4,unverified
ENST00000000233,ARF5,tco_struct_accessibility_cds_sd,0.30784482314948797,unverified
ENST00000000233,ARF5,tco_struct_accessibility_stop_proximal_utr3,0.41714759213333336,unverified
ENST00000000233,ARF5,tco_struct_accessibility_distal_utr3,0.50741083,unverified
ENST00000000233,ARF5,tco_struct_accessibility_utr3_mean,0.41925071649625933,unverified
ENST00000000233,ARF5,tco_struct_accessibility_utr3_min,0.001063218,unverified
ENST00000000233,ARF5,tco_struct_accessibility_utr3_sd,0.29824056421974404,unverified
ENST00000000412,M6PR,utr5_length,159,recomputed
ENST00000000412,M6PR,utr3_length,1457,recomputed
ENST00000000412,M6PR,cds_length,834,recomputed
ENST00000000412,M6PR,log2_utr5_length,7.321928094887363,unverified
ENST00000000412,M6PR,log2_utr3_length,10.509775004326936,unverified
ENST00000000412,M6PR,log2_cds_length,9.705632387361415,unverified
ENST00000000412,M6PR,total_length,2450,unverified
ENST00000000412,M6PR,log2_total_length,11.25915476886684,unverified
ENST00000000412,M6PR,utr5_gc,64.15094339622641,recomputed
ENST00000000412,M6PR,utr3_gc,41.38641043239533,recomputed
ENST00000000412,M6PR,cds_gc,49.76019184652279,recomputed
ENST00000000412,M6PR,transcript_gc,45.714285714285715,unverified
ENST00000000412,M6PR,gc3,54.67625899280576,recomputed
ENST00000000412,M6PR,is_dap5_repressed,0,unverified
ENST00000000412,M6PR,is_dap5_promoted,0,unverified
ENST00000000412,M6PR,clip_lee_parclip_a_b_d_g_bound,1,unverified
ENST00000000412,M6PR,clip_lee_parclip_a_b_d_g_5utr,1,unverified
ENST00000000412,M6PR,clip_lee_parclip_a_b_d_g_cds,0,unverified
ENST00000000412,M6PR,clip_lee_parclip_d_only_bound,1,unverified
ENST00000000412,M6PR,clip_lee_parclip_d_only_5utr,1,unverified
ENST00000000412,M6PR,clip_lee_parclip_d_only_cds,0,unverified
ENST00000000412,M6PR,clip_cate_undiff_npcs_bound,1,unverified
ENST00000000412,M6PR,clip_cate_undiff_npcs_5utr,1,unverified
ENST00000000412,M6PR,clip_cate_undiff_npcs_cds,1,unverified
ENST00000000412,M6PR,clip_cate_undiff_npcs_3utr,1,unverified
ENST00000000412,M6PR,clip_cate_diff_npcs_bound,1,unverified
ENST00000000412,M6PR,clip_cate_diff_npcs_5utr,1,unverified
ENST00000000412,M6PR,clip_cate_diff_npcs_cds,1,unverified
ENST00000000412,M6PR,clip_cate_diff_npcs_3utr,1,unverified
ENST00000000412,M6PR,clip_lee_int_stress_bound,0,unverified
ENST00000000412,M6PR,clip_lee_glu_dep_bound,0,unverified
ENST00000000412,M6PR,dap5_weber_lfc,NA,unverified
ENST00000000412,M6PR,dap5_polysome_lfc,-0.0941748439990486,unverified
ENST00000000412,M6PR,clip_eif3_count,3,unverified
ENST00000000412,M6PR,clip_cap_binding_count,0,unverified
ENST00000000412,M6PR,clip_lee_int_stress_lfc,NA,unverified
ENST00000000412,M6PR,clip_lee_glu_vs_cm_enrichment,NA,unverified
ENST00000000412,M6PR,cai,0.7269065188011159,unverified
ENST00000000412,M6PR,tai,0.34448820368583777,unverified
ENST00000000412,M6PR,csc,0.07584355902373524,unverified
ENST00000000412,M6PR,fop,0.45126353790613716,unverified
ENST00000000412,M6PR,kozak_score,1,unverified
ENST00000000412,M6PR,kozak_optimal,0,unverified
ENST00000000412,M6PR,kozak_pwm_score,0.971219855745525,unverified
ENST00000000412,M6PR,cnot3_ribo_enrichment,1.2835249237961068,unverified
ENST00000000412,M6PR,cnot3_weighted_codon_score,0.03591397070223093,unverified
ENST00000000412,M6PR,zhu2024_ctrl_halflife,6.215869169425525,unverified
ENST00000000412,M6PR,zhu2024_cnot3ko_halflife_logfc,0.5601956061706866,unverified
ENST00000000412,M6PR,hia2026_ctrl_halflife,4.34840474852337,unverified
ENST00000000412,M6PR,hia2026_dhx29_halflife_logfc,0.302765857125401,unverified
ENST00000000412,M6PR,hia2026_dhx29_occupancy,0.9823365633068597,unverified
ENST00000000412,M6PR,karner2026_mda231_log2_ct,-6.286799542742516,unverified
ENST00000000412,M6PR,hia2026_dhx29_kd_rna_lfc,-0.178687017272073,unverified
ENST00000000412,M6PR,kozak_pwm_score_v2,2.730670502975957,unverified
ENST00000000412,M6PR,noderer_tis_efficiency,104,recomputed
ENST00000000412,M6PR,tai_gtrnadb,0.31758760351498044,unverified
ENST00000000412,M6PR,gc3_internal,54.34782608695652,recomputed
ENST00000000412,M6PR,cai_internal,0.7260669597729477,unverified
ENST00000000412,M6PR,fop_internal,0.4492753623188406,unverified
ENST00000000412,M6PR,csc_internal,-0.10526483411417922,unverified
ENST00000000412,M6PR,proline_fraction,0.028985507246376812,recomputed
ENST00000000412,M6PR,ppp_motif_density,0,recomputed
ENST00000000412,M6PR,max_net_charge_30aa,4,recomputed
ENST00000000412,M6PR,max_consecutive_aaa,1,recomputed
ENST00000000412,M6PR,max_consecutive_aag,1,recomputed
ENST00000000412,M6PR,g4mer_max_resid_utr5,-0.13530820220547932,traced
ENST00000000412,M6PR,g4mer_max_resid_cds,0.5525912065945993,traced
ENST00000000412,M6PR,g4mer_max_resid_utr3,0.2681983435610778,traced
ENST00000000412,M6PR,g4mer_mean_utr5,0.054706,traced
ENST00000000412,M6PR,g4mer_mean_cds,0.082382,traced
ENST00000000412,M6PR,g4mer_mean_utr3,0.04658,traced
ENST00000000412,M6PR,g4mer_frac_above_utr5,0,traced
ENST00000000412,M6PR,g4mer_frac_above_cds,0.075,traced
ENST00000000412,M6PR,g4mer_frac_above_utr3,0.014085,traced
ENST00000000412,M6PR,hia2026_dhx29_occupancy_tx,0.9823365633068597,traced
ENST00000000412,M6PR,term_stop_TAA,0,recomputed
ENST00000000412,M6PR,term_stop_TAG,1,recomputed
ENST00000000412,M6PR,term_stop_TGA,0,recomputed
ENST00000000412,M6PR,term_plus4_A,1,recomputed
ENST00000000412,M6PR,term_plus4_C,0,recomputed
ENST00000000412,M6PR,term_plus4_G,0,recomputed
ENST00000000412,M6PR,term_plus4_T,0,recomputed
ENST00000000412,M6PR,term_window_gc,33.333333333333336,recomputed
ENST00000000412,M6PR,term_interval_codons,76,recomputed
ENST00000000412,M6PR,term_readthrough_cridge,0.1940448198571,recomputed
ENST00000000412,M6PR,term_log1p_readthrough,0.17734655183465392,unverified
ENST00000000412,M6PR,clip_cap_binding_count_v2,0,unverified
ENST00000000412,M6PR,tco_struct_accessibility_cap_proximal,0.5171090306666667,unverified
ENST00000000412,M6PR,tco_struct_accessibility_aug_context,0.62857147,unverified
ENST00000000412,M6PR,tco_struct_accessibility_utr5_mean,0.4977485184779874,unverified
ENST00000000412,M6PR,tco_struct_accessibility_utr5_min,0.001106667,unverified
ENST00000000412,M6PR,tco_struct_accessibility_utr5_sd,0.3204884866697858,unverified
ENST00000000412,M6PR,tco_struct_accessibility_start_proximal_cds,0.5114768760666667,unverified
ENST00000000412,M6PR,tco_struct_accessibility_stop_proximal_cds,0.7227797533333333,unverified
ENST00000000412,M6PR,tco_struct_accessibility_cds_mean,0.4612634524880096,unverified
ENST00000000412,M6PR,tco_struct_accessibility_cds_min,0.006042651,unverified
ENST00000000412,M6PR,tco_struct_accessibility_cds_sd,0.3006249064581938,unverified
ENST00000000412,M6PR,tco_struct_accessibility_stop_proximal_utr3,0.8624282633333333,unverified
ENST00000000412,M6PR,tco_struct_accessibility_distal_utr3,0.8281184533333333,unverified
ENST00000000412,M6PR,tco_struct_accessibility_utr3_mean,0.48899050104323954,unverified
ENST00000000412,M6PR,tco_struct_accessibility_utr3_min,0.003613143,unverified
ENST00000000412,M6PR,tco_struct_accessibility_utr3_sd,0.3054322575676031,unverified
ENST00000000442,ESRRA,utr5_length,225,recomputed
ENST00000000442,ESRRA,utr3_length,777,recomputed
ENST00000000442,ESRRA,cds_length,1272,recomputed
ENST00000000442,ESRRA,log2_utr5_length,7.820178962415188,unverified
ENST00000000442,ESRRA,log2_utr3_length,9.603626344986193,unverified
ENST00000000442,ESRRA,log2_cds_length,10.314016703901357,unverified
ENST00000000442,ESRRA,total_length,2274,unverified
ENST00000000442,ESRRA,log2_total_length,11.151650829973422,unverified
ENST00000000442,ESRRA,utr5_gc,77.77777777777779,recomputed
ENST00000000442,ESRRA,utr3_gc,58.17245817245818,recomputed
ENST00000000442,ESRRA,cds_gc,64.77987421383648,recomputed
ENST00000000442,ESRRA,transcript_gc,63.808267370272645,unverified
ENST00000000442,ESRRA,gc3,75.23584905660377,recomputed
ENST00000000442,ESRRA,is_dap5_repressed,0,unverified
ENST00000000442,ESRRA,is_dap5_promoted,0,unverified
ENST00000000442,ESRRA,clip_lee_parclip_a_b_d_g_bound,0,unverified
ENST00000000442,ESRRA,clip_lee_parclip_a_b_d_g_5utr,0,unverified
ENST00000000442,ESRRA,clip_lee_parclip_a_b_d_g_cds,0,unverified
ENST00000000442,ESRRA,clip_lee_parclip_d_only_bound,0,unverified
ENST00000000442,ESRRA,clip_lee_parclip_d_only_5utr,0,unverified
ENST00000000442,ESRRA,clip_lee_parclip_d_only_cds,0,unverified
ENST00000000442,ESRRA,clip_cate_undiff_npcs_bound,0,unverified
ENST00000000442,ESRRA,clip_cate_undiff_npcs_5utr,0,unverified
ENST00000000442,ESRRA,clip_cate_undiff_npcs_cds,0,unverified
ENST00000000442,ESRRA,clip_cate_undiff_npcs_3utr,0,unverified
ENST00000000442,ESRRA,clip_cate_diff_npcs_bound,0,unverified
ENST00000000442,ESRRA,clip_cate_diff_npcs_5utr,0,unverified
ENST00000000442,ESRRA,clip_cate_diff_npcs_cds,0,unverified
ENST00000000442,ESRRA,clip_cate_diff_npcs_3utr,0,unverified
ENST00000000442,ESRRA,clip_lee_int_stress_bound,0,unverified
ENST00000000442,ESRRA,clip_lee_glu_dep_bound,0,unverified
ENST00000000442,ESRRA,dap5_weber_lfc,NA,unverified
ENST00000000442,ESRRA,dap5_polysome_lfc,-0.6176837737753031,unverified
ENST00000000442,ESRRA,clip_eif3_count,0,unverified
ENST00000000442,ESRRA,clip_cap_binding_count,0,unverified
ENST00000000442,ESRRA,clip_lee_int_stress_lfc,NA,unverified
ENST00000000442,ESRRA,clip_lee_glu_vs_cm_enrichment,NA,unverified
ENST00000000442,ESRRA,cai,0.8102889721355288,unverified
ENST00000000442,ESRRA,tai,0.33886259417232584,unverified
ENST00000000442,ESRRA,csc,0.23028078858102996,unverified
ENST00000000442,ESRRA,fop,0.5484633569739953,unverified
ENST00000000442,ESRRA,kozak_score,1,unverified
ENST00000000442,ESRRA,kozak_optimal,0,unverified
ENST00000000442,ESRRA,kozak_pwm_score,-0.44663734682669465,unverified
ENST00000000442,ESRRA,cnot3_ribo_enrichment,0.4351255912262627,unverified
ENST00000000442,ESRRA,cnot3_weighted_codon_score,0.08030341226469555,unverified
ENST00000000442,ESRRA,zhu2024_ctrl_halflife,5.2400398120578995,unverified
ENST00000000442,ESRRA,zhu2024_cnot3ko_halflife_logfc,0.4034081704532177,unverified
ENST00000000442,ESRRA,hia2026_ctrl_halflife,4.91097503502439,unverified
ENST00000000442,ESRRA,hia2026_dhx29_halflife_logfc,0.134679790983674,unverified
ENST00000000442,ESRRA,hia2026_dhx29_occupancy,0.9211123763522465,unverified
ENST00000000442,ESRRA,karner2026_mda231_log2_ct,-5.346705698762548,unverified
ENST00000000442,ESRRA,hia2026_dhx29_kd_rna_lfc,-0.159119267826056,unverified
ENST00000000442,ESRRA,kozak_pwm_score_v2,2.3414271035696004,unverified
ENST00000000442,ESRRA,noderer_tis_efficiency,75,recomputed
ENST00000000442,ESRRA,tai_gtrnadb,0.31914200635237083,unverified
ENST00000000442,ESRRA,gc3_internal,75.35545023696683,recomputed
ENST00000000442,ESRRA,cai_internal,0.8098851488519779,unverified
ENST00000000442,ESRRA,fop_internal,0.54739336492891,unverified
ENST00000000442,ESRRA,csc_internal,0.13954631051064548,unverified
ENST00000000442,ESRRA,proline_fraction,0.07582938388625593,recomputed
ENST00000000442,ESRRA,ppp_motif_density,0,recomputed
ENST00000000442,ESRRA,max_net_charge_30aa,10,recomputed
ENST00000000442,ESRRA,max_consecutive_aaa,1,recomputed
ENST00000000442,ESRRA,max_consecutive_aag,1,recomputed
ENST00000000442,ESRRA,g4mer_max_resid_utr5,0.34653718080588186,traced
ENST00000000442,ESRRA,g4mer_max_resid_cds,0.2957175126576024,traced
ENST00000000442,ESRRA,g4mer_max_resid_utr3,0.3155782924474757,traced
ENST00000000442,ESRRA,g4mer_mean_utr5,0.336215,traced
ENST00000000442,ESRRA,g4mer_mean_cds,0.136251,traced
ENST00000000442,ESRRA,g4mer_mean_utr3,0.213566,traced
ENST00000000442,ESRRA,g4mer_frac_above_utr5,0.352941,traced
ENST00000000442,ESRRA,g4mer_frac_above_cds,0.129032,traced
ENST00000000442,ESRRA,g4mer_frac_above_utr3,0.216216,traced
ENST00000000442,ESRRA,hia2026_dhx29_occupancy_tx,0.9211123763522465,traced
ENST00000000442,ESRRA,term_stop_TAA,0,recomputed
ENST00000000442,ESRRA,term_stop_TAG,0,recomputed
ENST00000000442,ESRRA,term_stop_TGA,1,recomputed
ENST00000000442,ESRRA,term_plus4_A,0,recomputed
ENST00000000442,ESRRA,term_plus4_C,0,recomputed
ENST00000000442,ESRRA,term_plus4_G,1,recomputed
ENST00000000442,ESRRA,term_plus4_T,0,recomputed
ENST00000000442,ESRRA,term_window_gc,55.55555555555556,recomputed
ENST00000000442,ESRRA,term_interval_codons,125,recomputed
ENST00000000442,ESRRA,term_readthrough_cridge,0.09584051978021736,recomputed
ENST00000000442,ESRRA,term_log1p_readthrough,0.09152166678861266,unverified
ENST00000000442,ESRRA,clip_cap_binding_count_v2,0,unverified
ENST00000000442,ESRRA,tco_struct_accessibility_cap_proximal,0.5231063666666667,unverified
ENST00000000442,ESRRA,tco_struct_accessibility_aug_context,0.47155998343333333,unverified
ENST00000000442,ESRRA,tco_struct_accessibility_utr5_mean,0.4659992755022222,unverified
ENST00000000442,ESRRA,tco_struct_accessibility_utr5_min,0.004478735,unverified
ENST00000000442,ESRRA,tco_struct_accessibility_utr5_sd,0.2828177219859831,unverified
ENST00000000442,ESRRA,tco_struct_accessibility_start_proximal_cds,0.4078334597,unverified
ENST00000000442,ESRRA,tco_struct_accessibility_stop_proximal_cds,0.6001396633333334,unverified
ENST00000000442,ESRRA,tco_struct_accessibility_cds_mean,0.3868960340361635,unverified
ENST00000000442,ESRRA,tco_struct_accessibility_cds_min,0.001573858,unverified
ENST00000000442,ESRRA,tco_struct_accessibility_cds_sd,0.29706331844095385,unverified
ENST00000000442,ESRRA,tco_struct_accessibility_stop_proximal_utr3,0.38126631066666666,unverified
ENST00000000442,ESRRA,tco_struct_accessibility_distal_utr3,0.5237046436,unverified
ENST00000000442,ESRRA,tco_struct_accessibility_utr3_mean,0.41288369001673103,unverified
ENST00000000442,ESRRA,tco_struct_accessibility_utr3_min,0.001250341,unverified
ENST00000000442,ESRRA,tco_struct_accessibility_utr3_sd,0.29450440968185376,unverified
ENST00000009589,RPS20,utr5_length,123,recomputed
ENST00000009589,RPS20,utr3_length,36,recomputed
ENST00000009589,RPS20,cds_length,360,recomputed
ENST00000009589,RPS20,log2_utr5_length,6.954196310386875,unverified
ENST00000009589,RPS20,log2_utr3_length,5.20945336562895,unverified
ENST00000009589,RPS20,log2_cds_length,8.49585502688717,unverified
ENST00000009589,RPS20,total_length,519,unverified
ENST00000009589,RPS20,log2_total_length,9.022367813028454,unverified
ENST00000009589,RPS20,utr5_gc,60.97560975609756,recomputed
ENST00000009589,RPS20,utr3_gc,25,recomputed
ENST00000009589,RPS20,cds_gc,44.44444444444444,recomputed
ENST00000009589,RPS20,transcript_gc,47.01348747591522,unverified
ENST00000009589,RPS20,gc3,43.333333333333336,recomputed
ENST00000009589,RPS20,is_dap5_repressed,0,unverified
ENST00000009589,RPS20,is_dap5_promoted,0,unverified
ENST00000009589,RPS20,clip_lee_parclip_a_b_d_g_bound,0,unverified
ENST00000009589,RPS20,clip_lee_parclip_a_b_d_g_5utr,0,unverified
ENST00000009589,RPS20,clip_lee_parclip_a_b_d_g_cds,0,unverified
ENST00000009589,RPS20,clip_lee_parclip_d_only_bound,0,unverified
ENST00000009589,RPS20,clip_lee_parclip_d_only_5utr,0,unverified
ENST00000009589,RPS20,clip_lee_parclip_d_only_cds,0,unverified
ENST00000009589,RPS20,clip_cate_undiff_npcs_bound,1,unverified
ENST00000009589,RPS20,clip_cate_undiff_npcs_5utr,1,unverified
ENST00000009589,RPS20,clip_cate_undiff_npcs_cds,1,unverified
ENST00000009589,RPS20,clip_cate_undiff_npcs_3utr,1,unverified
ENST00000009589,RPS20,clip_cate_diff_npcs_bound,1,unverified
ENST00000009589,RPS20,clip_cate_diff_npcs_5utr,1,unverified
ENST00000009589,RPS20,clip_cate_diff_npcs_cds,1,unverified
ENST00000009589,RPS20,clip_cate_diff_npcs_3utr,1,unverified
ENST00000009589,RPS20,clip_lee_int_stress_bound,0,unverified
ENST00000009589,RPS20,clip_lee_glu_dep_bound,0,unverified
ENST00000009589,RPS20,dap5_weber_lfc,NA,unverified
ENST00000009589,RPS20,dap5_polysome_lfc,-1.4594174288469486,unverified
ENST00000009589,RPS20,clip_eif3_count,2,unverified
ENST00000009589,RPS20,clip_cap_binding_count,0,unverified
ENST00000009589,RPS20,clip_lee_int_stress_lfc,NA,unverified
ENST00000009589,RPS20,clip_lee_glu_vs_cm_enrichment,NA,unverified
ENST00000009589,RPS20,cai,0.7362550988817306,unverified
ENST00000009589,RPS20,tai,0.3395923764539892,unverified
ENST00000009589,RPS20,csc,0.8500875739540147,unverified
ENST00000009589,RPS20,fop,0.4117647058823529,unverified
ENST00000009589,RPS20,kozak_score,2,unverified
ENST00000009589,RPS20,kozak_optimal,0,unverified
ENST00000009589,RPS20,kozak_pwm_score,0.8051434606021038,unverified
ENST00000009589,RPS20,cnot3_ribo_enrichment,-0,unverified
ENST00000009589,RPS20,cnot3_weighted_codon_score,0.04290296928102879,unverified
ENST00000009589,RPS20,zhu2024_ctrl_halflife,61.66142274948,unverified
ENST00000009589,RPS20,zhu2024_cnot3ko_halflife_logfc,0.44726025387915697,unverified
ENST00000009589,RPS20,hia2026_ctrl_halflife,NA,unverified
ENST00000009589,RPS20,hia2026_dhx29_halflife_logfc,NA,unverified
ENST00000009589,RPS20,hia2026_dhx29_occupancy,1.0002829227731087,unverified
ENST00000009589,RPS20,karner2026_mda231_log2_ct,-6.869862901919467,unverified
ENST00000009589,RPS20,hia2026_dhx29_kd_rna_lfc,-0.161371928644767,unverified
ENST00000009589,RPS20,kozak_pwm_score_v2,3.629896563711773,unverified
ENST00000009589,RPS20,noderer_tis_efficiency,108,recomputed
ENST00000009589,RPS20,tai_gtrnadb,0.3289368366198021,unverified
ENST00000009589,RPS20,gc3_internal,43.220338983050844,recomputed
ENST00000009589,RPS20,cai_internal,0.7343471890328012,unverified
ENST00000009589,RPS20,fop_internal,0.4067796610169492,unverified
ENST00000009589,RPS20,csc_internal,0.39012163183190945,unverified
ENST00000009589,RPS20,proline_fraction,0.059322033898305086,recomputed
ENST00000009589,RPS20,ppp_motif_density,0,recomputed
ENST00000009589,RPS20,max_net_charge_30aa,9,recomputed
ENST00000009589,RPS20,max_consecutive_aaa,1,recomputed
ENST00000009589,RPS20,max_consecutive_aag,1,recomputed
ENST00000009589,RPS20,g4mer_max_resid_utr5,-0.2955224938091899,traced
ENST00000009589,RPS20,g4mer_max_resid_cds,-0.0059189344581177744,traced
ENST00000009589,RPS20,g4mer_max_resid_utr3,0.3752988127093454,traced
ENST00000009589,RPS20,g4mer_mean_utr5,0.051361,traced
ENST00000009589,RPS20,g4mer_mean_cds,0.025319,traced
ENST00000009589,RPS20,g4mer_mean_utr3,0.014209,traced
ENST00000009589,RPS20,g4mer_frac_above_utr5,0,traced
ENST00000009589,RPS20,g4mer_frac_above_cds,0,traced
ENST00000009589,RPS20,g4mer_frac_above_utr3,0,traced
ENST00000009589,RPS20,hia2026_dhx29_occupancy_tx,1.0002829227731087,traced
ENST00000009589,RPS20,term_stop_TAA,1,recomputed
ENST00000009589,RPS20,term_stop_TAG,0,recomputed
ENST00000009589,RPS20,term_stop_TGA,0,recomputed
ENST00000009589,RPS20,term_plus4_A,0,recomputed
ENST00000009589,RPS20,term_plus4_C,0,recomputed
ENST00000009589,RPS20,term_plus4_G,1,recomputed
ENST00000009589,RPS20,term_plus4_T,0,recomputed
ENST00000009589,RPS20,term_window_gc,33.333333333333336,recomputed
ENST00000009589,RPS20,term_interval_codons,12,recomputed
ENST00000009589,RPS20,term_readthrough_cridge,0.05005790816234747,recomputed
ENST00000009589,RPS20,term_log1p_readthrough,0.04884531327949899,unverified
ENST00000009589,RPS20,clip_cap_binding_count_v2,0,unverified
ENST00000009589,RPS20,tco_struct_accessibility_cap_proximal,0.5588094747666666,unverified
ENST00000009589,RPS20,tco_struct_accessibility_aug_context,0.6285558964666667,unverified
ENST00000009589,RPS20,tco_struct_accessibility_utr5_mean,0.5162802325365854,unverified
ENST00000009589,RPS20,tco_struct_accessibility_utr5_min,0.003017694,unverified
